full_text,Sentiment
"#RaceToPower Explainer | India's stakes in Bangladesh Polls decoded 

Why is Sheikh Hasina important for India? 

@AnanyaDutta97 talks to @AmbBhaswati1, Ex-Indian AMB to France and Netherlands 

Watch more on https://t.co/AXC5qRuO3J https://t.co/3j6BOVGvKb",O
"The January 7 Bangladesh general election is set to deliver a victory to Sheikh Hasinaâ€™s Awami League party. It might also turn out to be a watershed moment in the countryâ€™s history.
https://t.co/SN79XgzquY",N
"Awami League General Secretary Obaidul Quader today said  Prime Minister Sheikh Hasina does not care about visa policies or any  sanction from the ""other side of the Atlantic"".
#bangladesh #AwamiLeague #politics #NewsUpdates 
https://t.co/x4BqSASBbV",N
"Awami League President and Prime Minister Sheikh Hasina will cast her vote at Dhaka City College polling centre this morning.
#Bangladesh #PrimeMinister #SheikhHasina #NewsUpdates 
https://t.co/N4r7F5oLTr",O
"Prime Minister Sheikh Hasina today asked the women to build the country, contributing to the society equally alongside their male counterparts...
#Bangladesh 
https://t.co/BeQYkmc6k1",P
#Live at 8 PM IST with Sumit Peer @sumitp191 on Udaya remarks on Sanatana Dharma perverse: Madras HC â€¢ Sheikh Hasina's Islamic CurrencyÂ https://t.co/OWaIiaKMTD,P
"ðŸ”—: https://t.co/WYrm8tiqGO
Prime Minister Sheikh Hasina today (7 March) said the international recognition of Bangabandhu's historic 7 March speech proves that history can not be obliterated, although the anti-liberation forces tried it.
#Bangladesh #thebusinessstandard #tbs https://t.co/Fgr1rtFg3H",P
"Bangladeshi PM Sheikh Hasina proposes to adopt a common currency within D-8 Organization for Economic Cooperation.

Established in 1997, comprises eight countries predominantly populated by Muslims - Bangladesh, Egypt, Indonesia, Iran, Malaysia, Nigeria, Pakistan, and Turkey.",P
"What will happen if a common currency is introduced among Muslim countries?

Prime Minister Sheikh Hasina has proposed a common currency for Muslim countries, similar to the European Union (EU), to increase trade among Muslim countries. She said, ""It would be very good if we, the https://t.co/FbHVz71HCD",P
"A three-year-old girl, who suffered severe burns in #Gazipur #gascylinderfire on Wednesday, died at the Sheikh Hasina National Institute of Burn and Plastic Surgery tonight
#bangladesh
https://t.co/iAbKaNjsgi",N
"My article: From Bangabandhu to Sheikh Hasina: Bangladeshâ€™s inspiring journey towards peace and prosperity - via @vtforeignpolicy 

#SheikhHasina #Bangabandhu #Bangladesh #AwamiLeague #PrimeMinister #Bengali 

https://t.co/kdieOakFrF",P
"Prime Minister Sheikh Hasina on Monday asked the doctors in the country to devote more time to research in medical science burying the mentality of doing private practice to just earn money.
#Bangladesh
https://t.co/YYAHC17X3X",P
"Sheikh Hasina hurls sari dare at boycott: Campaign against Indian goods countered

#SheikhHasina #AwamiLeague #BangladeshNationalistParty #Bangladesh #Sari

https://t.co/1X3z42d4QY",N
#InsideSouthAsia | Bangladesh's prime minister Sheikh Hasina issued a scathing rebuttal to the opposition's call to boycott India. Hasina asked the BNP leaders to burn their wives' sarees before asking the country to sever ties with India. Her critics and the opposition have https://t.co/2TqQyEsCaL,N
"Burn Your Wivesâ€™ Sareeâ€™: Why Bangladesh PM Sheikh Hasina Befriended PM Modi, Slammed Oppn?| Decoded
$BLOCK @GetBlockGames",N
@albd1971 Eid Mubarak,O
this is how Sheikh hasina slaps your opinion,N
"#BreakingNewsâ€Œ

Maulana Mominul Haque, a prominent Islamic leader in Bangladesh today got release after 3 years from custody. He is an major enemy of India backed Dictator Sheikh Hasina, 

Many thousands people received him with warm greetings. https://t.co/END5xo1ZCh",N
"""Urgent Plea: Call for Action from Bangladesh Government to Protect Rohingya Refugees""

We extend our sincere gratitude to the government of Bangladesh under the leadership of Her Excellency Sheikh Hasina, the Prime Minister, for their steadfast support and care. Prime Minister",P
"Many #Thanks_ &amp; #gratitude to the Hon'ble  #PrimeMinister 
#Sheikh_HasinaðŸ‡§ðŸ‡©. She isnâ€™t  wrong in #recognizing the #pure_jewel proved it again. 
 Just thinking  my #heart  &amp;  #chest fills with #pride that @MohibulC_NowfelðŸ‡§ðŸ‡© MP is my #Leader. Wishing your success and long life.âœŒ https://t.co/uHs9JnhB3N",P
"Exclusive Report: Sheikh Hasina warns of a conspiracy -  in @AJArabic by  Sohaib Ali Jassim.

@tajulraj1

https://t.co/t8uAE0gsQZ https://t.co/3X0uB6o9on",P
"The DW documentary ""Bangladesh: Human Rights abusers go on UN mission"" is another slap in the face of Sheikh Hasina. Because just 3 days ago her former aide General Aziz was sanctioned by the @StateDept for numerous misdeeds. All these show her desperation to cling to power, no https://t.co/xUrLaD4wiq",N
"#SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",N
"""Identifying opportunities to effect change against the backdrop of another five years of Awami League rule is crucial.""

FH's Naila Rafique spotlights democratic deterioration in Bangladesh under four-term prime minister Sheikh Hasinaâ¬‡ï¸
https://t.co/a4oAPwuld6",N
"Example of bank robbery in Bangladesh. 

Only 7 companies account for 57 percent of the total defaulted loans of state-run Janata Bank. 

Needless to say, the owners of these companies are close to dictator Sheikh Hasina and/or close members of her family.

#HasinaLoots https://t.co/lWNbNvWwqf",N
"Bangladesh PM Sheikh Hasina, Seychelles VP Ahmed Afif Arrive In Delhi For Swearing-In Ceremony Of PM Modi https://t.co/BX4qD1uk3Z",O
"@Dharma4X @JugalKhetan @vaidhiy4v @RituRathaur @ArtiSharma001 @Dharma6X @colkt @chitrapadhi @jaya_vel1 @drlathac @kskiyer @sansbarrier @niku1630 @nviswam @madhukishwar @Swamy39 @svbadri @jagdishshetty @Gayatri_Raguram @SwamyBhakt @samarjeet_n @jgopikrishnan70 @Dharma2X @rameshsethu @Pria12Rao Last week I took blessings of Maa Dhakeshwari, Dhaka,Bangladesh ðŸ™ 

Smt Sheikh Hasina Government has declared this holy temple as â€œJatiya Templeâ€ (National Temple Of Bangladesh) ðŸš© https://t.co/dGZe0hMX2e",P
"#FPOpinion: Sheikh Hasina visit gives a â€˜Panchamritâ€™ push to India, Bangladesh ties

Vijay Maidergi and Anmol Kumar write
https://t.co/LhRXh81NSo",P
A majorÂ highlight of Bangladesh PM Sheikh Hasina's recent India visit was India's interest in taking up conservation and management ofÂ the Bangladeshi section of the #TeestaRiver.Â An Indian technical team will visit Dhaka on the issue. India seeks to gain an edge over China which https://t.co/gxrecBjC0H,O
Bangladeshi narcissist prime minister Sheikh Hasina has been blatantly disregarding the plight of women in Bangladesh. https://t.co/3z4xycwrUN,N
"In the news of @bonikbartadaily - 

Government officers want to occupy the flats built for those who lost their land during the construction of the elevated expressway. 

Sheikh Hasina's regime is completely discriminatory and anti-poor. All the benefits are allotted to the https://t.co/s4Q0A69Nmu",N
"At the invitation of Chinese Premier Li Qiang, Prime Minister Sheikh Hasina of the People's Republic of Bangladesh will pay an official visit to China from July 8 to 10 https://t.co/bGrccvj9Du https://t.co/wSW17kWASC",P
"FBCCI President Mr. Mahbubul Alam, along with his family members paid a courtesy visit to the Honorable Prime Minister H.E. Sheikh Hasina on July 04, 2024 at Ganabhaban, Dhaka. https://t.co/wiiMUInboc",P
"Prime Minister Sheikh Hasina today reiterated the government's commitment to creating facilities across various sectors to ensure the country's comprehensive advancement in the future.
#Bangladesh #PrimeMinister #SheikhHasina #NewsUpdates
https://t.co/oL96EzZ2hy",P
@DipanjanET China is miffed because Sheikh hasina don't want to be trapped in China's debt trap.,P
"Asian Development Bank Country Director Edimon Ginting today said Sheikh Hasina's return as prime minister was very much needed for the sake of #Bangladesh
#SheikhHasina #Diplomacy 
https://t.co/FmqK0jEw1f",P
"â€œThe Nouka Reaches the Harborâ€ written by Philippines Ambassador to Bangladesh, in celebration of Sheikh Hasinaâ€™s win.

Wonder why a diplomat is celebrating the outcome of an election that most neutral observers say is rigged. https://t.co/Y7mq6o0dUo",N
@TheDavidBergman What else can we do ? We are experiencing this violence but USA being the global leader is doing nothing except watch us dying by the dictator Sheikh Hasina. #SaveBangladeshiStudents @StateDeptSpox @SecBlinken @hrw can you please hear us ? We are dying. Please help us.,N
"Will start off with the news of a 4 year old kid being killed while in the balcony of Jatrabari, where presumably 31 people have died.
Sheikh Hasina has yet to even visit the damn place and has ZERO remorse regarding the whole situation considering no GO has mentioned the matter. https://t.co/6eTy3ukOOi",N
"State Of Anarchy And Unrest

Complete Crisis In Bangladesh

Sheikh Hasinaâ€™s Dramatic Escape

China, Pak &amp; U.S Watch Closely

Regional Instability Concerns

Whatâ€™s The Roadmap For India?

ï¼ SidharthYadavIN, ï¼ Alok795 &amp; ï¼ VivekSrivastav_ Join ï¼ MadhavGK at 3 PM on #TIMESNOW https://t.co/ue5oZkYa4w",N
@DanielBordmanOG @tafsikorg @OneGlobalVoiceX They are spreading rumours.  Nothing is happening in Bangladesh.  They want to bring Sheikh Hasina back to the government by spreading rumours.  It's a trick of theirs,N
"State Of Anarchy And Unrest

Complete Crisis In Bangladesh

Sheikh Hasinaâ€™s Dramatic Escape

China, Pak &amp; U.S Watch Closely

Regional Instability Concerns

Whatâ€™s The Roadmap For India?

Saleem Samad, Journalist, Miti Sanjana, Advocate SC of B'desh, join @madhavgk @ 3 PM. https://t.co/x9Lebbh1MH",N
Amb. @RobertMaxian presented his credentials to President of Bangladesh Mohammed Shahabuddin. He also met Prime Minister Sheikh Hasina &amp; Speaker of parliament Shirin Sharmin Chaudhury and Minister of Foreign Affairs Dr. Mahmud Hasan. https://t.co/JhtAtD1ElL,O
India must maintain its friendship with Sheikh Hasinaâ€™s regime and keep a distance from BNP in Bangladesh.,N
"NOW: Bangladesh Foreign Minister @DrHasanMahmud62 welcomes letters from US President &amp; UK PM to Sheikh Hasina after their govts criticised fairness of Bangladesh elections. 

Says there were many â€œploysâ€ to disturb the election but â€œIndia stood by usâ€. https://t.co/g8HuyroykP",N
"Sheikh Hasina holds the meeting with Zeleneskyy.

Nothing matters to Vladimir Putin and he won't mind for sure. He knows very well that Bangladesh's foreign policy is ""Friendship to all, Malice to none.""

PC: @dailystarnews https://t.co/SeMjONkCYP",P
"Yes, Yunus is the litmus test for the Indian Puppet Sheikh Hasina regime.",N
"Prime Minister Sheikh Hasina is likely to strengthen her cabinet today with the addition of at least seven new members.
#Bangladesh #PrimeMinister #SheikhHasina #NewsUpdates
https://t.co/SYaFm3MLTz",P
"Prime Minister Sheikh Hasina today directed all government employees not to arrange any large-scale #Iftar #parties during #Ramadan by using #public #funds.

#SheikhHasina #Ramadan2024 

https://t.co/p1JFAiNmi4",P
"ANÃLISIS | Sheikh Hasina, 'dama de hierro' de Bangladesh y Ãºnica candidata viable a las elecciones.

Por Azad Majumder
https://t.co/515x9UcmHC https://t.co/qbNlSqnhyd",O
"Bangladesh heads to the polls: PM Sheikh Hasina seeks a fourth term, but opposition BNP has boycotted the elections.

Will there be polls be 'free and fair'?

Why is the United States trying to meddle in Bangladesh elections?

Watch #WIONWideangle

#BangladeshElections2024 https://t.co/RIvI96GdlB",O
"Awami League (AL) President Sheikh Hasina will join election rallies virtually in five districts and one upazila today.
#AwamiLeague #politics #PrimeMinister #newsupdate 
https://t.co/EqC9AayUUL",O
Bangladeshi PM Sheikh Hasina calls on Muslim countries to introduce a common currency. https://t.co/GXsA6iB0SS,P
"State Minister for Power, Energy and Mineral Resources Nasrul Hamid has said Prime Minister Sheikh Hasina is keen to create more scope for women in every sector.
#newsudate 
https://t.co/KZffHR4cDg",P
"Prime Minister #Sheikh #Hasina yesterday asked the Rapid Action Battalion to be more vigilant against the #unscrupulous #businesses to help stabilise the prices of essentials during #Ramadan.

#Pricehike #Bangladesh 

https://t.co/8jLhu6nAEC",P
"ðŸ”—: https://t.co/RvIvhhmUjQ
Prime Minister Sheikh Hasina today (6 March) asked the Rapid Action Battalion (RAB) force to be more vigilant against dishonest businesses.

#ramadan #SheikhHasina #PrimeMinister #TBS #thebusinessstandard https://t.co/XpFYCXKQ6J",P
"One more patient, who suffered burns in the Gazipur cylinder fire incident, died at Sheikh Hasina National Institute of Burn and Plastic Surgery this morning.

#fireincident #Gazipur 
https://t.co/otfh5IG2sT",N
"The Indian saree is suddenly political football in Bangladesh and sartorially perfect Sheikh Hasina has joined the ball game.
#Saree #Bangladesh #India
#BNP #AwamiLeague #China",N
"Indian Product Awami League President Sheikh Hasina is a pathological liar. Will she apologize to the nation for saying this blatant lie against our Announcer of Independence,brave freedom fighters,  Z force leader President Ziaur Rahman Bir Uttam.She insulted our Liberation war.",N
"#SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",P
"In pics: Bangladesh PM Sheikh Hasina's cherished moments with Bhutan's crown princesâ€”Gyalsey Jigme Namgyel Wangchuck and Gyalsey Ugyen Wangchuck

@StayWithHasina

#Bhutan #Bhutanking #Bangladesh #SheikhHasina #northeastlive https://t.co/51WexKf1hK",P
@Anuradham1805 @MeghUpdates Nothing . Sheikh hasina don't care about us . The 2021 Durga puja riot was done by her party . Check my pinned post .,N
Bangladesh PM Sheikh Hasina may visit India within weeks of new Govt here. Reports indicate visit may happen in June. Ex FS Shringla told ET that It would be imp for two sides to continue to maintain forward momentum â€” My report â¦@ETPoliticsâ© â€” https://t.co/KioFpSmpiB https://t.co/oc0am18634,O
"ðŸŒŠ ""Under HPM Sheikh Hasina's leadership, we've made strides in reducing natural calamity impacts. With projects like Ashrayan (sheltar) &amp; Mujib Kella, we've provided safe havens in coastal areas,"" said @RazzaqNahim. @ClimateParl 

https://t.co/FZwL1aaMB8",P
"@IndraHimself @kaliyuga_surfer @Aicreative46666 Many Islamic countries such as Indonesia, Afghanistan etc were turning communist after World War 2. West started Jihadi militias there to fight Communists.

Even now, West is supporting Jihadis to fight Sheikh Hasina in Bangladesh, who is kind of Pro-Hindu and Pro-China.",N
@VoiceofHindu71 Has Sheikh Hasina put more Hindus in jail for this event too????,N
"""We want to further develop our #livestock sector. Online systems have already been developed to serve this livestock sector,"" #Sheikh #Hasina said, hoping that it will be useful enough for it.
#Bangladesh #Fisheries 
https://t.co/6AUHMDaCSE",P
"Lying in a hospital bed, nine-year-old Sujan keeps asking for his parents and two sisters whenever relatives visit him in the High Dependency Unit (HDU) of the Sheikh Hasina National Institute of Burn and Plastic Surgery.
#Bangladesh #NewsUpdates
https://t.co/MwZulCdGBM",N
"#SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",P
