full_text,Sentiment
"@MushfiqulFazal ""US sanctions are like unwanted fur, sticking to a powerful leader no matter how hard they try to brush it off. What did Bangladesh's illegal PM Sheikh Hasina offer to the US for her grip on power? #corruption #politics #unwantedfur""",
Prime Minister Sheikh Hasina on Saturday asked the authorities concerned to promote the domestic sports of the country side by side other games. https://t.co/72AGkv65T8,
"Military operations should be intelligence-based to avoid resentment from local tribes, who may otherwise become sympathetic to terrorist groups. The Kuki-Chin National Front (KNF) has conveyed their demand to Prime Minister Sheikh Hasina, clearly stating that they donâ€™t seek",
"Hasina's foreign minister told media that if there was any leader like Sheikh Hasina in the Arab world then war on Gaza would've stopped by now. 

Off the record, Hasina killed near 10,000 Muslim Bangladeshis since 2009. Mostly religious ones. https://t.co/CQIRV8ZUu7",
"https://t.co/6LKu48eEXh
We all know howÂ toÂ brutallyÂ killÂ BUETÂ Abrar, the same type of brutally killed two brothers by Hindus.  I do not think we will see any Justice because Sheikh Hasina is an Indian PM.",
"I respect and salute honour irdugan,great honorable putin great honorable sejing ping.
live long Bangladesh. live long our Prime Minister Sheikh Hasina binte Sheikh Mujibur Rahman. 
Almighty Allah give us your Rahmat.",
"@SheikhhasinaBD @narendramodi # Shame on you Sheikh Hasina, You should be ashamed of you, It was a mistake by Indira Gandhi that we liberated You from Pakistan and gave you freedom, It is rightly said Bangladeshi are BUSTARD children of Pakistani",
"@SBarthakur3675 @sanjoychakra @theskindoctor13 Yeah everyday affairs 
Bangladeshis are legit anti Indians have 0 doubt about it....
Fencing and militarisation of that border is necessity 

They will show there true colors after Sheikh hasina goes down someday....",
"@BDPeoplesVoice No plan regarding separating Chittagong hill tracts from Bangladesh and creating new province  by KNF or other deviant group in hill tracts of Chittagong  will work. 
Government under Prime Minister Sheikh Hasina will Control the armed activities with strong hands",
"Sheikh Hasina urged all to encourage the countryâ€™s youth to become entrepreneurs, so that, in future, they donâ€™t need to depend on anyone.

https://t.co/f4srvPdKR3",
Prime Minister Sheikh Hasina has started work on building future Bangladesh https://t.co/nH9Xq4RqWw,
"@MANUJJA50121742 Material conditions are not hostage to individuals. Sheikh Hasina is riding the wave, she did not create it. Focusing on individuals and not the fundamentals is an immature tendency and one should try to grow up from it.",
"""Diving into Bangladeshi politics: PM Sheikh Hasina accuses BNP of all national crimes. A complex narrative unfolds as allegations fly. Read more: https://t.co/zNy5eGOeAy #Bangladesh #Politics""",
"Sheikh Hasina urged all to encourage the countryâ€™s youth to become entrepreneurs, so that, in future, they donâ€™t need to depend on anyone.

https://t.co/1g5aryA6bP",
"@raviagrawal3 As soon as sheikh hasina goes out, we'll have another pakistan in the east we should be prepared for. 

Radical Islamists are a global problem.",
"The scheduled bilateral visit of Prime Minister Sheikh Hasina to Bangkok will be the first ever visit at the level of head of government from Bangladesh to Thailand since establishment of diplomatic relations, said the Ministry of Foreign Affairs today.",
We are not out of the government's target ðŸ˜¥. We  want the fall of Sheikh Hasina https://t.co/e6c902Iz4a,
"@BlueKni69774586 @subhsays LoL, that's why everyday Hindus are being attacked, their land's are being captured in Bangladesh? ðŸ˜‚ ðŸ˜‚

Land's of Hindus are being captured by Muslim's in Bangladesh, mostly by people from Sheikh Hasina's party",
"In the name of education Bangladesh Students League cadres are carrying out terrorist activities across the country in last seven to five decades.

Their leader Fascist Sheikh Hasina gave them an open license of terrorism. 

Nasir Uddin Nasir
General Secretary of @JCDcentral https://t.co/wSEM6tbJTC",
@TheGlobal_Index Sheikh Hasina,
"@BlueKni69774586 @subhsays If u understand politics, than u will know that Sheikh Hasina government is surviving only because of India

Still Modi govt did not put seriously pressure on Bangladesh govt to stop attacks on Hindus

Because BJP want Hindus to die so that they can use it in elections in Bengal",
"Indian foreign secretary Vinay Kwatra to visit Dhaka on April 20 discussing the preparations of Prime Minister Sheikh Hasinaâ€™s planned visit to a Delhi after Lok Shaba election.
#Bangladesh #india #Neighborhood 
@ProthomAlo https://t.co/LhfGwlcAX3",
"(Estados Unidos),Â Emmanuel MacronÂ (Francia),Â Shinzo AbeÂ (JapÃ³n),Â Xi JinpingÂ (China),Â Justin TrudeauÂ (CanadÃ¡),Â Kim Jong-unÂ (Corea del Norte),Â Leo VaradkarÂ (Irlanda),Â Emmerson MnangagwaÂ (Zimbabue),Â Jacinda ArdernÂ (Nueva Zelanda),Â Sheikh HasinaÂ (Bangladesh),Â Moon Jae-in",
"@VoiceofHindu71 Can't believe it, ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³, it's BangladeshðŸ‡§ðŸ‡©........ We're really happy with Sheikh Hasina.... I really can't believe it..... How's it possible.... ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³ðŸ˜³",
Bangladesh PM Sheikh Hasina asked her officials to monitor middle east situation closely.,
"At the last minute, Bangladesh's PM Sheikh Hasina's planned travel to Saudi Arabia and Gambia has been postponed due to security concerns in the Middle East caused by the conflict between Israel &amp; Iran.

https://t.co/brpRRhLz64
#tgenews #theglobalessence #MiddleEast #SheikhHasina https://t.co/dkbdmQ12US",
"Dictator is round the world
north korean ðŸ‡°ðŸ‡µ dictator (Kim jung un)
russian ðŸ‡·ðŸ‡º dictator (putin)
indian ðŸ‡®ðŸ‡³ dictator (modi)
chinese ðŸ‡¨ðŸ‡³ dictator (jing ping)
Bangladesh ðŸ‡§ðŸ‡© dictator (hasina)
American ðŸ‡ºðŸ‡¸ dictator (biden)
canadian  ðŸ‡¨ðŸ‡¦ dictator (justin Trudo)
France ðŸ‡«ðŸ‡· dictator (Macron)",
@RussEmbDhaka Hope Sheikh Hasina next ranking..before scholf.,
@stats_feed Bangladesh prime minister Sheikh Hasina,
"@RussEmbDhaka Putinâ€™s got  at 87.3 percent of the vote but popularity only 76% Why?Sheikh Hasina got 74.63% Vote , HasinaÂ°s seat Gopalgonj 3  Over 100% vote casted but her name not on this list that is shame ? Voter 2303 , Sheikh Hasina got 2303 vote ðŸ˜„ https://t.co/4qnavj1GMH",
"@Sr94829991 She is a Dalal of killer sheikh hasina and India, she is a great liyer and always making false stories and upload in Facebook and X. For This type of woman Allah makes hell,  Definitely, she will got punishment in the Earth and After when she will die.",
"@RussEmbDhaka Sheikh Hasina ðŸ’¯trusted
Prime Minister of
People's Republic of Bangladesh Govt",
Sheikh Hasina believes in free media : State Minister for Information https://t.co/Ns9Md7NRsU,
my cousin sends photos in our family gc with sheikh hasina and im still like ðŸ’€ðŸ’€ðŸ’€ðŸ’€,
@MrSinha_ This is Bangladesh.... can see Sheikh Hasina's photo on the poster,
"@ShoaibDaniyal @Urban_Inquilabi The real targets are both Hasina and Delhi, for Sheikh Hasina is seen as nothing more than an 'Indian product' who does not safeguard the interests of Bangladesh.",
@usembassydhaka BD police are giving shelter to an Authuritian government of Sheikh Hasina so why @usembassydhaka is supported by a coding Strategic partnership where @StateDept fail to restore our democracy. We are shame as a people of Bangladeshi.,
@stats_feed Indian state of Bangladesh with sheikh hasina as chief minister,
"@KolkataPolice book this hatemonger!! 
Clearly Sheikh Hasina is there on the Billboard!! Trying to pass it as West Bengal!!",
"@kanhaiyakumar modi 3 will act like Sheikh hasina in Bangladesh Finish all.oppisition 
This us real threat before india now",
"Bangabandhu's daughter was given a guard of honor when Prime Minister Sheikh Hasina paid a courtesy call on Thai Prime Minister Shretha Thavisin at the Thai Prime Minister's office. 

@TTuberville @JDVance1 @SenatorWicker @SenToddYoung @thailand https://t.co/hz47FFGOdP",
"Bangladesh and Thailand signed a letter of intent yesterday in order to expedite negotiations for a bilateral free trade agreement (FTA). At the Government House, Bangkok, Prime Minister Sheikh Hasina and her Thai counterpart Srettha Thavisin witnessed signing of five agreements https://t.co/ZdQpUIx6HB",
"Bangladeshi Prime Minister Sheikh Hasinaâ€™s family owns 35 billion dollars, that is, â€œThree Lac Eighty-four Thousand CRORESâ€ in Bangladeshi Taka---Dr. Taj Hashmi, LINK: https://t.co/ei7CegdKUd https://t.co/zXqeOx9kU2",
@SumSumSeVeN Sheikh hasina mathay tule shara desh nachto r 100 ta upohar dito......,
"https://t.co/ZHq9tboZ2p

Prime Minister Sheikh Hasina came down heavily on the USA for its action against university students and teachers for protesting Israeli genocide in Palestine.",
"https://t.co/Sg81XyB9rK

Prime Minister Sheikh Hasina declared her recent six-day trip to Thailand as a landmark success, aimed at safeguarding Bangladesh's economic interests and elevating its regional presence.",
"https://t.co/eaIWo1YlEg

""I want the owners to pay special attention to the labourers reducing their luxury a little bit, as the labourers have given you the scope to lead lavish life by increasing production through their hard work,""... Prime Minister Sheikh Hasina",
"Bangladesh PM Sheikh Hasinaâ€™s #statement following #Thailand #visit In the morning of May 2, #Bangladesh Prime Minister Sheikh Hasina hosted a press conference at her official residence https://t.co/arZ0QMXRhX #SheikhHasina #PrimeMinister https://t.co/0N944GVSH2",
"@StayWithHasina @albd1971 #SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",
"@StayWithHasina #SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",
"@joy_yeasin #SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",
"Besides Sheikh Hasina, who is qualified to be the PM, by Dr. Taj Hashmi, | à¦¶à§‡à¦– à¦¹à¦¾à¦¸à¦¿à¦¨à¦¾ à¦›à¦¾à¦¡à¦¼à¦¾ à¦•à§‡ à¦†à¦›à§‡ à¦ªà§à¦°à¦§à¦¾à¦¨à¦®à¦¨à§à¦¤à§à¦°à§€ à¦¹à¦¬à¦¾à¦° à¦¯à§‹à¦—à§à¦¯, --- à¦¡. à¦¤à¦¾à¦œ à¦¹à¦¾à¦¶à¦®à¦¿ COURTESY: Face The People--à¦«à§‡à¦¸ à¦¦à§à¦¯à¦¾ à¦ªà¦¿à¦ªà¦², (Anchor: Saifur Sagar-- à¦¸à¦¾à¦‡à¦«à§à¦° à¦¸à¦¾à¦—à¦°) To Watch Full Video &amp; the LINK is: https://t.co/c2sRrHLOHs https://t.co/kyZBtXEshj",
"@joy_yeasin #SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",
"@UnstoppableBD @POTUS @usembassydhaka @StateDept #SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",
"@albd1971 #SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",
@jacksonhinklle Honorable PM Sheikh Hasina is a  great leader of Bangladesh.,
"The exorbitant cost of living in Bangladesh is a burden that falls heavily on its citizens, and the responsibility lies squarely with the government, led by Sheikh Hasina. The rampant corruption within the administration has only exacerbated the problem, -",
"@jacksonhinklle bangladesh prime minister sheikh hasina is a killer of muslims leader ,she is a criminal because heart and mind always 180degree angle, also abide by indian modis rules by her, so , if she support palestine say by her mouth , you should understand that is wrong statement .",
"https://t.co/CmrkduF4Sm

Prime Minister Sheikh Hasina declared her recent six-day trip to Thailand as a landmark success, aimed at safeguarding Bangladesh's economic interests and elevating its regional presence.",
"https://t.co/hYAbBXCRn6

""I want the owners to pay special attention to the labourers reducing their luxury a little bit, as the labourers have given you the scope to lead lavish life by increasing production through their hard work,""... Prime Minister Sheikh Hasina",
"@istiak_ahmmad @albd1971 I doubt if thereâ€™s a single human who believes what sheikh hasina says, specifically about election.",
"â€œThailand trip a step forward in efforts
to protect economic interestsâ€
---Prime Minister Sheikh Hasina 
@StayWithHasina https://t.co/shbBpVIOLm",
"â€œThailand trip a step forward in efforts
to protect economic interestsâ€
---Prime Minister Sheikh Hasina 
@StayWithHasina https://t.co/bPnBl4b6kx",
Prime Minister Sheikh Hasina calls on all ARAB and MUSLIM countries to ABANDON THE DOLLAR and CREATE THEIR OWN CURRENCY.,
@stats_feed ðŸ‡§ðŸ‡© Bangladesh - Bangladesh Awami League (Party of Dictator Sheikh Hasina),
@jacksonhinklle Common sheikh Hasina W https://t.co/duHDM35bx2,
"@StayWithHasina @albd1971 Sheikh Hasina, the Statesman of Bangladesh. May Allah grant her long life.",
@SyedaaAiman @jacksonhinklle We do....but Sheikh Hasina (the prime minister) is a dictator. And we all utterly hate her,
@revolt_71 @WhiteHouse @usembassydhaka @POTUS @JoeBiden @StateDept @State_SCA Both Sheikh Hasina and Biden is fascist and worst.,
"@jacksonhinklle Sheikh hasina supporting india and Israel. She never to support Muslims she want  only her won power. That's why she supports india and Israel. 
Over 100 of Muslim speakers jailed for her. You don't know that, recently she was buying arms and technology from Israel.",
@revolt_71 Step down fascist Sheikh Hasina.,
"@9mmScorpion @jacksonhinklle Yes, because of all these reasons of Sheikh Hasina's solidarity with the national interest, the US has tried many times to overthrow her government. However, they have failed but now we will not let it happen at any cost.",
"@Gusfring05 @SyedaaAiman @jacksonhinklle This is what they want you to believe! They do not want Sheikh Hasina in power because she stands for the interests of Bangladesh and humanity, which may be incompatible with Western policies. So they termed Sheikh Hasina as undemocratic.",
@jacksonhinklle The reason why the United States does not want Sheikh Hasina to be the head of the government of Bangladesh is clear.,
"@Amirul1971 Mujibio Shuvecha O Shuvo Kamona Honorable Prime Minister Deshrotno SHEIKH HASINA ðŸ’š
JOY BANGLA ðŸ‡§ðŸ‡©ðŸ‡§ðŸ‡©
JOY BONGOBONDHU â¤â¤â¤ https://t.co/34dkGb4ZJy",
"@Amirul1971 Mujibio Shuvecha O Shuvo Kamona Honorable Prime Minister Deshrotno SHEIKH HASINA ðŸ’š
JOY BANGLA ðŸ‡§ðŸ‡©ðŸ‡§ðŸ‡©
JOY BONGOBONDHU â¤â¤â¤ https://t.co/Zfxz0j9p9v",
